,compet,compit,tc_d11_d3,tc_d11_d5,tc_d11_s14r3,tc_d41_s14s3,tc_d4z_s14s3,tc_d5_s14e3,tc_d61s_s14e3,tc_d62_s14r3,tc_d7_s14s3,tc_emp_d1,tc_emps_d7,tc_uc_d5,tc_ulc_d5,tcho,td_b2_s143,td_b6_s143,td_b6_s143a,td_b6taxable_s14r3,td_dint_d1,td_dint_dhs1,td_p3a_d1,td_p3a_d3,td_p3a_d5,td_p3g_d3,td_p3g_d5,td_p3m_d1,td_p3m_d3,td_p3m_d5,td_p51_d1,td_p51_d3,td_p51_d5,td_p51g_d3,td_p51g_d5,td_p51m_d1,td_p51m_d3,td_p51m_d5,td_p51t_d1,td_p51t_d3,td_p51t_d5,td_p523_d1,td_p523_d3,td_p523_d5,td_p6_d1,td_p6_d3,td_p6_d5,td_p7_d1,td_p7_d3,td_p7_d5,td_pib1,td_pib3,td_pib5,td_pint_d5,td_ratio_p7,b2_part,ct_d61ss14,ct_tdp3ad3,demmon,dum_1982q1,dum_1982q3,dum_1984q1,inter,pd7s14,petfm,petfx,r10a,r3m,ratio_d29_39,ratio_part,ratio_soc,tc_d62_s14r1,tc_empns_d1,tc_ls_d1,td_p3g_d1,td_p51g_d1,time,trim1,trim2,trim3,trim4,tuc,tc_d1_d3,dum_1990q1,dum_1999q4,dum_1983q1,ratio_d11,d11_d5_cale,d41_s14s3_cale,d4z_s14s3_cale,d5_s143_cale,emps_d7_cale,p3a_d5_cale,p3g_d5_cale,p3m_d1_cale,p3m_d5_cale,p51g_d5_cale,p51m_d1_cale,p51m_d5_cale,p51t_d1_cale,p51t_d5_cale,p523_d1_cale,p523_d3_cale,p6_d1_cale,p6_d5_cale,p7_d1_cale,p7_d5_cale,pint_d5_cale
1989Q2,89.196892,1.2115826,88813.605,4.5908481,89579.536,7655.7778,6968.5751,13339.752,18825.179,43859.058,1787.8601,22663.847,19345.795,0.9879088,0.4179034,8.2,36198.374,153884.25,583267.56,167224,346653.3,344976.14,3148.733,2423.0988,0.7695472,52541.092,0.7686168,164005.3,136403.47,0.8317016,57593.736,51705.197,0.8977573,8351.2387,0.903213,16420.11,13712.395,0.8350976,31927.481,29641.563,0.9284028,1677.1661,2620.9032,1.5626975,51870.389,53407.296,1.0296297,55407.541,56490.255,1.0195409,291245.76,242610.8,0.8330106,0.8414952,0.2426062,0.1492035,0.2101504,0.0157462,70.443281,0,0,0,-14.990826,0.0073693,92.613632,91.839773,8.7766667,8.89,0.0130067,0.0134095,0.3884869,54274.02,3055.1076,24688.286,68357.979,9246.1452,46,0,1,0,0,0.8719995,123316.53,0,0,0,1.008624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989Q3,88.70593,1.174322,90143.505,4.6390955,90910.609,7953.3381,7206.6742,12153.441,19226.761,44392.288,1892.496,22721.296,19431.267,0.9811947,0.4203968,8.1,37368.358,158343.56,585574.15,170497,348758.26,347392.7,3186.0491,2472.3777,0.7760011,53194.088,0.7742806,165463.11,138766.3,0.838654,58153.148,52307.266,0.8994744,8435.6869,0.9020879,16548.305,13860.235,0.8375622,32253.551,30011.344,0.9304819,1365.554,2869.4638,2.1013184,51889.092,53471.635,1.0304986,55677.731,56137.71,1.0082615,293080.53,246943.42,0.8425787,0.8585903,0.2378446,0.1513236,0.2114908,0.015614,71.112112,0,0,0,-14.509091,0.0076637,92.494467,91.411334,8.5066667,9.21,0.0130897,0.0127376,0.3849503,54323.664,3039.3279,24723.934,68701.303,9351.2919,47,0,0,1,0,0.8759996,124844.28,0,0,0,1.0085098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989Q4,87.707577,1.1742365,92735.57,4.7494553,93485.032,8173.2548,7311.6216,12697.108,19523.891,45179.027,2040.8903,22781.951,19525.517,0.9814216,0.4269286,8.1,37760.266,161729.09,589182.2,174426.2,355273.36,351835.27,3232.7736,2527.6671,0.7818881,54470.28,0.7892795,166738.98,140865.32,0.8448254,59318.177,53904.448,0.9087341,8552.3878,0.9014602,16610.584,14220.955,0.8561382,33220.333,31131.105,0.93711,3438.0991,4530.2301,1.3176555,53532.673,54858.847,1.0247732,58427.687,58705.989,1.0047632,296845.68,252450.8,0.8504446,0.8556736,0.2421209,0.1495748,0.2088451,0.015629,72.831568,0,0,0,-14.036036,0.0080843,91.168627,89.880372,9.0033333,10.473333,0.013248,0.0118384,0.3849421,54704.48,3022.5126,24789.935,69012.666,9487.2603,48,0,0,0,1,0.8749996,128433.39,0,0,0,1.0080817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990Q1,86.345883,1.1649065,93647.186,4.7745831,94356.097,8315.528,7283.4172,13098.513,19801.185,46043.162,2023.0806,22823.533,19613.688,0.9784827,0.4277677,8,38249.46,163371.05,625959.63,176469.56,356673.25,356086.94,3285.7732,2586.1585,0.7870776,54873.895,0.7835541,167643.03,142384.71,0.8493327,59959.935,54636.008,0.9112086,8682.2111,0.9029197,16556.637,14205.332,0.8579841,33787.592,31748.466,0.9396487,586.3123,2793.46,4.7644574,55166.164,55842.449,1.0122591,57837.079,57819.823,0.9997016,298836.17,255296.85,0.8543037,0.8581819,0.2369301,0.1498235,0.2098559,0.01583,74.187732,0,0,0,-13.571429,0.0079244,89.248669,87.404402,9.8633333,11.016667,0.0137796,0.0103529,0.3841158,55193.582,3004.6618,24808.188,70032.04,9615.7069,49,1,0,0,0,0.8709996,129618.55,1,0,0,1.00757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990Q2,85.630008,1.1380159,95788.672,4.8706048,96489.24,8437.8535,7374.9611,14697.949,20127.095,46578.637,2145.6783,22854.889,19666.689,0.9703148,0.4360146,7.9,38522.466,164723.79,627841.15,179421.74,357899.48,356080.08,3330.1645,2634.2519,0.7910276,55740.999,0.7938126,168981.27,144355.03,0.8542664,59992.016,55157.486,0.9194138,8800.7777,0.9094819,16404.598,14296.712,0.8715064,33910.724,32059.996,0.9454235,1819.3916,3494.5425,1.9207203,53557.287,54290.131,1.0136834,58591.601,57617.63,0.983377,299307.88,258054.81,0.8621718,0.8641153,0.2345663,0.1492802,0.2085942,0.0159919,74.870242,0,0,0,-13.115044,0.0083148,89.290343,86.801716,9.6366667,9.9666667,0.013891,0.0102578,0.3815931,55376.368,2984.3717,24815.298,70219.344,9676.694,50,0,1,0,0,0.8799996,132340.97,0,0,0,1.0073137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990Q3,85.815013,1.136773,97052.829,4.9247445,97784.598,8540.2314,7586.2532,13769.452,20396.321,47421.115,2198.7211,22875.126,19707.181,0.9765835,0.4395245,7.9,38708.236,168073.38,632300.47,181842.83,359524.6,358740.49,3362.8141,2668.7829,0.793616,56616.341,0.796922,169325.01,145642.46,0.8601355,60519.349,56039.308,0.9259734,8997.6313,0.9150462,16145.093,14189.577,0.8788786,34541.276,32852.1,0.9510969,784.10731,2755.7458,3.5145009,54489.547,54637.163,1.0027091,58926.447,58298.53,0.9893441,300598.15,260061.27,0.8651459,0.8703092,0.2354983,0.1488428,0.2085842,0.0158787,75.767161,0,0,0,-12.666667,0.0084546,88.669796,86.047491,10.063333,10.196667,0.0139784,0.01036,0.3806219,56002.38,2961.6425,24837.271,71043.769,9832.9804,51,0,0,1,0,0.8749996,133993.26,0,0,0,1.0075399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990Q4,85.999978,1.1574278,98402.353,4.9828862,99197.515,8622.6616,7917.2935,15525.385,20630.967,48253.626,2182.2088,22896.825,19748.063,0.9993963,0.4455845,7.9,38844.068,168861.02,635686,184386.41,359405.23,359381.15,3383.722,2689.5112,0.7948381,57266.308,0.8021491,169215.77,146894.78,0.8680916,60246.587,56155.816,0.9320995,9105.0101,0.9289023,15918.566,14030.348,0.8813827,34526.119,33020.458,0.9563907,24.073597,2263.6979,94.03239,55143.973,55382.426,1.0043242,59409.48,60347.543,1.0157898,299995.75,260304.99,0.8676956,0.8776269,0.2420137,0.1492252,0.2079787,0.0159274,77.104386,0,0,0,-12.226087,0.0083833,88.966447,86.371858,10.166667,10.103333,0.0138513,0.0106355,0.3775179,56626.406,2936.474,24860.831,71391.106,9801.9023,52,0,0,0,1,0.8579996,135551,0,0,0,1.0080807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991Q1,86.10369,1.1345109,99577.316,5.0344846,100476,8685.1443,8368.0822,15528.84,20435.736,48922.05,2116.6491,22921.024,19779.049,0.9888425,0.447321,8,39099.573,171702.92,665029.24,187231.76,360714.77,359764.08,3398.4549,2702.3066,0.7951574,58212.395,0.8082471,169277.24,147901.31,0.8737224,59704.718,56286.808,0.9427531,9293.1664,0.9380368,15497.481,13930.363,0.8988792,34300.199,33063.279,0.9639384,950.68384,3345.8873,3.5194532,55360.661,55594.901,1.0042312,59941.552,59967.48,1.0004326,300773.22,264076.13,0.8779908,0.8818184,0.2380599,0.1480617,0.2033892,0.0157383,77.999797,0,0,0,-11.793103,0.0080153,89.053593,86.468008,9.3333333,9.83,0.0144527,0.0116484,0.3709468,57021.594,2908.8664,24914.157,72023.013,9907.0379,53,1,0,0,0,0.8539996,136515.2,0,0,0,1.009025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991Q2,90.316048,1.137925,100294.17,5.0722317,101251.13,8731.5571,8722.0912,15266.538,20860.966,49724.166,2102.0655,22901.531,19773.183,0.995583,0.4502674,8.1,39541.894,173945.4,666381.99,189211.94,362414.88,363656.91,3433.454,2735.6076,0.7967509,59173.541,0.8127812,170354.73,149888.89,0.8798634,60197.871,57146.939,0.9493183,9658.5219,0.9427962,15225.919,13824.726,0.9079732,34727.403,33663.691,0.9693697,-1242.0382,1359.6459,-1.0946893,56867.076,57120.783,1.0044614,59776.285,60208.406,1.007229,302638.59,267217,0.8829575,0.8851453,0.236643,0.1479767,0.2060319,0.0157268,79.385447,0,0,0,-11.367521,0.0078665,92.852564,90.718985,8.96,9.43,0.0143209,0.0124132,0.3784263,57547.523,2879.8146,24920.056,72803.779,10244.549,54,0,1,0,0,0.8399996,138248.12,0,0,0,1.0095416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991Q3,91.152414,1.143035,101196.07,5.1199739,102168.53,8761.9,8979.3206,16069.354,21339.248,50426.369,2158.9654,22872.23,19764.958,1.0039705,0.4527839,8.2,39894.401,174980.89,669731.58,191050.24,362950.27,365187.61,3494.2859,2795.6979,0.800077,59764.57,0.8180991,169956.5,150516.05,0.8856151,59934.701,57238.525,0.9550148,9850.4367,0.947668,15045.83,13773.798,0.9154562,34494.475,33614.29,0.9744833,-2237.3384,445.59688,-0.1991638,58749.154,58747.815,0.9999772,60171.213,61177.381,1.0167218,302779.06,268330.87,0.8862266,0.8894931,0.2390023,0.1486761,0.2088632,0.0159772,80.290507,0,0,0,-10.949153,0.0080459,93.152599,91.150337,9.0433333,9.54,0.0145905,0.0128829,0.3747901,57931.166,2849.3188,24915.283,73052.968,10394.396,55,0,0,1,0,0.8329996,139123.36,0,0,0,1.0096097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991Q4,90.505155,1.1284231,102090.58,5.1623601,103045.47,8776.1732,9139.7705,16517.577,21759.587,51117.345,2287.3488,22853.731,19775.951,1.0011374,0.4572575,8.4,40560.064,176649,670519.22,193166.58,364320.22,367112.24,3580.9507,2883.3057,0.8051788,60722.834,0.825097,170364.89,152276.02,0.8938228,59819.034,57183.621,0.9559436,9994.3996,0.9510953,14765.18,13601.361,0.9211781,34545.549,33587.861,0.9722775,-2792.0257,-426.54109,0.1527712,59752.589,59302.557,0.9924684,60026.325,60616.354,1.0098295,304293.89,271325.44,0.8916559,0.8949032,0.2352959,0.1494886,0.2111649,0.0163222,80.814345,0,0,0,-10.537815,0.0084303,92.139552,89.823508,8.81,9.66,0.014509,0.0129965,0.3829796,58298.355,2817.3787,24949.488,73594.78,10508.306,56,0,0,0,1,0.8319996,141189.19,0,0,0,1.0093533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992Q1,89.69899,1.0903453,103034.72,5.2070828,103926.7,8774.3764,9203.4407,16686.176,22034.386,51783.671,2463.0109,22829.004,19787.417,0.9780803,0.4591331,8.7,41212.34,178642.97,697278.21,195329.15,368361.16,369382.59,3684.469,2991.1482,0.8118261,61602.953,0.8320234,170816.7,153379.3,0.8979175,59900.657,57033.387,0.9521329,10087.847,0.9491351,14820.097,13661.302,0.9218092,34452.098,33284.238,0.9661019,-1021.4349,860.99205,-0.8429241,60940.84,60482.508,0.9924791,61582.888,60255.201,0.9784407,306778.27,276095.09,0.8999826,0.8973677,0.2307868,0.1492686,0.2120185,0.0167437,82.955681,0,0,0,-10.133333,0.0089209,91.387309,89.024369,8.53,10.05,0.0148922,0.0128507,0.387701,58628.162,2783.9946,25004.386,74039.926,10628.462,57,1,0,0,0,0.8289996,142981.38,0,0,0,1.0086571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992Q2,89.852485,1.0807008,103835.16,5.2510642,104689.61,8799.9285,9352.2888,17102.621,21684.59,52801.37,2582.5472,22790.951,19774.118,0.9742674,0.4606592,8.9,41711.113,181149.65,699520.69,198252.27,366986.79,368861.85,3762.1883,3079.7192,0.8185978,62483.438,0.8380666,170527.19,153955.85,0.9028229,58949.035,55916.176,0.9485512,9937.985,0.9508147,14653.963,13465.54,0.9189009,33842.999,32512.651,0.9606906,-1875.0512,-249.40883,0.1330144,61066.78,60193.569,0.9857007,60558.208,58895.689,0.9725468,306428.59,276483.65,0.9022776,0.8999223,0.2270193,0.1508629,0.2071322,0.017001,82.932162,0,0,0,-9.7355372,0.0093407,90.914787,88.56766,8.67,10.04,0.0151553,0.0132939,0.3803741,59373.767,2750.416,25017.509,74556.653,10452.073,58,0,1,0,0,0.8279995,143331.37,0,0,0,1.0082289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992Q3,88.413567,1.0791148,104413.89,5.2905484,105255.44,8852.8295,9586.3149,16995.392,22047.678,53516.883,2621.7527,22739.38,19735.93,0.9774116,0.4640394,9.2,41981.963,182772.12,700556.18,199767.51,366927.53,369928.44,3805.1293,3139.8777,0.8251698,63628.355,0.8436092,171536.76,155501.28,0.9065187,58145.404,55107.267,0.9477493,9887.9261,0.9490748,14551.732,13440.439,0.9236315,33175.182,31778.902,0.9579119,-3000.9128,-675.21358,0.2250027,61017.177,59573.7,0.9763431,60231.947,58696.736,0.9745117,306695.58,277578.53,0.9050621,0.9030658,0.2264478,0.1512435,0.2094683,0.0171792,82.550112,0,0,0,-9.3442623,0.0094451,89.2514,86.321976,8.8966667,10.55,0.0152471,0.014324,0.3841298,59792.423,2716.643,25043.37,75423.967,10418.489,59,0,0,1,0,0.8259995,144522.38,0,0,0,1.0080597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992Q4,89.055911,1.0799883,104980.16,5.3409266,105834.04,8933.0793,9905.5188,17404.691,22346.932,54174.356,2580.6275,22657.527,19655.796,0.9816841,0.4696053,9.4,41895.976,183571.97,702224.29,200976.66,364803.93,368702.3,3813.2919,3170.9169,0.8315432,64770.285,0.8507759,171756.14,156368.89,0.9104122,57137.851,53972.902,0.9446085,9837.1694,0.9465294,14324.846,13196.638,0.9212412,32420.122,30939.095,0.9543176,-3898.3719,-1608.3529,0.4125704,59864.171,58038.822,0.9695085,59564.393,58168.491,0.9765648,305239.54,276544.97,0.9059933,0.9042365,0.22656,0.1514979,0.2111507,0.0172734,82.578225,0,0,0,-8.9593496,0.0093317,87.684062,86.340462,8.2533333,10.74,0.0151841,0.0159729,0.3864732,60175.646,2682.6755,25008.308,76130.844,10392.883,60,0,0,0,1,0.8279995,145552.19,0,0,0,1.0081336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993Q1,90.892035,1.0659491,105438.72,5.3899804,106320.5,9040.6779,10309.901,17606.447,22355.2,54943.121,2485.1291,22561.218,19561.985,0.9768776,0.4746648,9.6,41733.476,184871.15,726136.71,202477.6,361679.63,367257.58,3794.2951,3178.16,0.8376154,65989.153,0.8578773,169625.32,155428.31,0.9163037,56173.668,53424.336,0.9510566,9924.5375,0.9557832,14004.475,13102.839,0.935618,31785.523,30396.959,0.9563146,-5577.9538,-3402.0812,0.6099156,60742.864,58872.09,0.9692017,58443.887,56540.591,0.9674338,303235.74,276949.37,0.9133138,0.9075798,0.2222525,0.1506899,0.2102624,0.0171912,80.476865,0,0,0,-8.5806452,0.0089732,88.89544,88.092719,7.6733333,11.816667,0.0154678,0.0176128,0.3865559,60749.711,2648.5136,24957.1,76921.436,10383.67,61,1,0,0,0,0.8109995,146196.68,0,0,0,1.0083629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993Q2,92.16005,1.0462811,105549.18,5.4186141,106468.26,9003.6345,10616.804,17106.805,22690.751,55804.08,2347.6749,22473.351,19478.999,0.9650613,0.4754557,10,41708.719,186151.61,728643.39,203258.42,360716.5,366120.08,3784.3283,3189.2328,0.8427474,67076.739,0.8633032,170490.72,156822.5,0.9198301,54536.619,52034.201,0.9541149,9692.7639,0.9625801,13799.629,12836.057,0.9301741,30667.423,29505.38,0.9621082,-5403.5813,-3652.3953,0.6759212,59610.639,57242.556,0.9602742,57729.357,54965.792,0.952129,302987.14,277747.04,0.9166958,0.9100126,0.2174279,0.150168,0.2131222,0.0171324,80.216796,0,0,0,-8.208,0.0084526,89.082186,88.498914,7.0933333,8.02,0.0155396,0.0189955,0.3863764,61389.656,2617.1735,24970.39,77697.777,10069.566,62,0,1,0,0,0.7959995,146330.88,0,0,0,1.0087076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993Q3,94.496987,1.0471492,105771.17,5.444257,106720.28,8821.9491,10826.23,17679.766,22883.403,56741.756,2194.2225,22414.998,19428.027,0.9671404,0.474613,10.2,41705.516,186446.78,730265.85,204126.55,361533.39,365992.74,3791.0104,3210.1213,0.846772,67421.909,0.8662427,170301.01,157538.45,0.9250588,53930.276,51474.418,0.9544624,9596.3283,0.9629061,13713.907,12805.568,0.9337651,30250.362,29072.522,0.9610636,-4459.3542,-3411.1763,0.7649485,60137.86,58241.951,0.968474,58054.066,55455.33,0.9552359,303479.32,279020.35,0.9194048,0.9122253,0.2181149,0.1494712,0.2144241,0.0172174,81.578676,0,0,0,-7.8412698,0.007864,91.490543,91.51787,6.4,7.7733333,0.0156859,0.0200902,0.3834636,62130.578,2588.6553,24961.023,77832.583,9966.006,63,0,0,1,0,0.7929995,146330.57,0,0,0,1.0089732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993Q4,94.961557,1.0360444,106198.93,5.4694039,107181.97,8495.6216,10938.177,17866.982,22994.642,56356.043,2024.772,22394.477,19416.911,0.9621847,0.4755843,10.5,42030.815,186165.77,731065.71,204032.76,363775.12,368667.28,3814.3414,3240.9356,0.8496711,67834.27,0.8691217,171022.07,158777.26,0.9284022,53556.387,51059.274,0.9533741,9568.1629,0.9632625,13787.29,12850.324,0.9320413,29836.018,28640.787,0.95994,-4892.1624,-3831.0795,0.7831056,62225.262,59807.787,0.9611496,59668.055,56571.386,0.9481017,304107.06,280317.07,0.921771,0.9151169,0.2208061,0.1499403,0.2145383,0.0174089,82.591676,0,0,0,-7.480315,0.0072231,91.063733,91.272266,5.9333333,6.74,0.015877,0.0209064,0.3838357,61396.633,2562.959,25021.762,78049.218,9933.0793,64,0,0,0,1,0.7929995,146961.87,0,0,0,1.0092566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994Q1,94.129828,1.0406106,106688.79,5.4902321,107704.57,8024.6521,10952.646,18122.977,22972.837,57059.335,1869.8282,22404.632,19432.473,0.9694956,0.4758851,10.8,42608.861,187124.08,743635.32,205247.06,366094.31,368369.68,3852.6656,3282.1258,0.8519104,67913.219,0.872642,170431.13,159027.56,0.9330899,54121.127,51841.469,0.9578786,9845.5753,0.9656599,14045.381,13117.345,0.9339259,29880.049,28878.548,0.9664826,-2275.3652,-1384.8179,0.6086135,62139.918,60095.481,0.9670995,60670.603,58068.273,0.9571072,305423.71,282706.77,0.9256215,0.9197554,0.2235592,0.1507175,0.2132949,0.0175398,84.510705,0,0,0,-7.125,0.006614,90.692859,91.032905,5.9933333,6.29,0.0160856,0.021751,0.3846142,61859.73,2540.0844,25117.3,77824.833,10195.697,65,1,0,0,0,0.7979995,147722.81,0,0,0,1.009521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994Q2,94.650682,1.0328441,107315.77,5.5076032,108357.47,7716.8319,11104.305,18990.756,22965.231,57357.737,1749.3173,22451.603,19485.022,0.9662948,0.4732511,10.9,43336.59,187666.27,744915.78,206657.02,371351.16,373217.56,3898.1187,3335.7013,0.8557208,68188.64,0.8759992,171536.2,160698.05,0.9368171,55335.28,53055.725,0.9588047,9935.6747,0.9675436,14348.147,13460.796,0.9381557,30718.165,29659.255,0.9655282,-1866.4062,-731.16674,0.3917511,64606.973,62281.937,0.9640126,62731.368,59873.828,0.954448,308619.79,286955.06,0.9298012,0.9240968,0.2257861,0.1510222,0.2119395,0.0177746,86.375219,0,0,0,-6.7751938,0.0060961,91.186164,91.244451,7.05,5.7366667,0.0162309,0.0224966,0.3834348,61901.609,2518.1456,25198.208,77840.987,10268.968,66,0,1,0,0,0.8099995,148464.37,0,0,0,1.0097069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994Q3,93.543599,1.0187648,108357.15,5.5377372,109415.34,7572.161,11393.155,18499.468,23284.962,57738.495,1693.7443,22528.273,19567.044,0.9606985,0.474279,10.7,43805.375,189833.84,745210.95,208333.31,375089.9,376454.42,3949.045,3402.4105,0.861578,68752.596,0.8822245,172476.31,162108.55,0.9398888,56136.03,53834.772,0.9590057,9853.3798,0.9664322,14579.538,13766.716,0.9442492,31360.868,30214.675,0.9634515,-1364.5221,-448.46726,0.3286625,65962.09,63351.486,0.9604227,64172.39,60742.048,0.9465449,310917.51,290259.3,0.9335573,0.9291104,0.2262425,0.1509181,0.2128126,0.0179231,88.538307,0,0,0,-6.4307692,0.0058353,89.957017,89.841393,7.7033333,5.6233333,0.0162341,0.0231683,0.3833426,62028.245,2497.1424,25227.629,77930.951,10195.625,67,0,0,1,0,0.8229995,149895.05,0,0,0,1.0097658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994Q4,93.327115,1.0185055,109408.29,5.572486,110477.61,7590.6394,11819.195,18178.419,23583.967,58198.433,1703.1092,22590.589,19633.66,0.9622534,0.476437,10.5,44053.283,192079.89,744929.94,210258.31,380559.73,380102.41,4005.4446,3482.6912,0.8694893,69307.586,0.8896623,172729.11,162614.63,0.9414431,56426.597,54070.012,0.9582363,9792.5178,0.9664991,14758.706,13943.369,0.9447555,31535.943,30334.125,0.9618905,457.32006,1219.7701,2.6672132,69038.008,66671.331,0.9657192,67038.422,63468.866,0.9467536,313521.31,293897.15,0.9374073,0.9295518,0.231541,0.1498935,0.2134728,0.0181315,92.625633,0,0,0,-6.0916031,0.0057949,90.289603,90.127788,8.1166667,5.7366667,0.0161606,0.0238573,0.387708,62274.319,2477.0749,25240.881,77903.254,10131.947,68,0,0,0,1,0.8279995,151826.76,0,0,0,1.0097737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
